"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"146","3/23/2025","Robbery","Outside","Personal weapons","Male","38","White","Hispanic or Latino","2500 LIBERTY HEIGHTS AVE","Northern","Liberty Square",39.319481,-76.655833,"Street","2:00:00",""
"147","3/18/2025","Robbery","Inside","Knife/cutting instrument","Male","15","Black or African American","Not Hispanic or Latino","1100 E NORTHERN PKWY","Northeast","Glen Oaks",39.366912,-76.595135,"Other/residential","6:58:00",""
"148","3/18/2025","Robbery","Inside","Other","Female","55","Black or African American","Unknown","1500 N CALVERT ST","Eastern","Greenmount West",39.307375,-76.613052,"Public building","3:00:00",""
"149","3/19/2025","Robbery","Inside","Other","Female","18","Black or African American","Not Hispanic or Latino","3300 BRENDAN AVE","Eastern","Belair-Edison",39.320771,-76.56789,"Other/residential","12:41:00",""
"150","3/20/2025","Robbery","Inside","Personal weapons","Male","30","White","Not Hispanic or Latino","4100 PULASKI HWY","Southeast","Kresson",39.297025,-76.562986,"Convenience store","4:25:00",""
"151","3/20/2025","Robbery","Outside","Handgun","Male","42","Black or African American","Not Hispanic or Latino","100 W CENTRE ST","Central","Mount Vernon",39.296208,-76.617717,"Street","5:50:00",""
"152","3/20/2025","Robbery - commercial","Inside","Personal weapons",NA,"None reported","None reported",NA,"4100 PULASKI HWY","Southeast","Kresson",39.297025,-76.562986,"Convenience store","4:25:00",""
"153","4/14/2025","Robbery - commercial","Inside","Asphyxiation","None reported","None reported","None reported","None Reported","1000 S HANOVER ST","Southern","Sharp-Leadenhall",39.277712,-76.615669,"Convenience store","10:15","a.m."
"154","4/14/2025","Robbery","Inside","Handgun","Male","13","Black or African American","Not Hispanic or Latino","2500 EDMONDSON AVE","Western","Rosemont Homeowners/Tenants",39.294667,-76.656399,"Convenience store","2:50","p.m."
"155","4/14/2025","Robbery - carjacking","Outside","Firearm","Male","None reported","None reported","Hispanic or Latino","5600 ALHAMBRA AVE","Northern","Mid-Govans",39.359358,-76.605838,"Street","10:10","p.m."
"156","4/14/2025","Robbery","Outside","Personal weapons","Male","13","Black or African American","Not Hispanic or Latino","30 S CALVERT ST","Central","Downtown",39.288222,-76.612092,"Street","2:13","a.m."
"157","4/7/2025","Robbery - carjacking","Outside","Handgun","Male","22","None reported","Hispanic or Latino","1600 N SPRING ST","Eastern","Oliver",39.308424,-76.599078,"Street","1:47","a.m."
"158","4/7/2025","Robbery - carjacking","Outside","Handgun","Male","23","None reported","Hispanic or Latino","1600 N SPRING ST","Eastern","Oliver",39.308424,-76.599078,"Street","1:47","a.m."
"159","4/7/2025","Robbery","Outside","Personal weapons","Female","46","Black or African American","Unknown","3600 ELMORA AVE","Eastern","Belair-Edison",39.315852,-76.568791,"Street","3:50","p.m."
"160","4/7/2025","Robbery - commercial","Inside","Other","None reported","None reported","None reported","None Reported","2300 E NORTHERN PKWY","Northeast","Hamilton Hills",39.368166,-76.566863,"Convenience store","10:30","p.m."
"161","4/7/2025","Robbery","Inside","Other","Female","42","White","Not Hispanic or Latino","2300 E NORTHERN PKWY","Northeast","Hamilton Hills",39.368166,-76.566863,"Convenience store","10:30","p.m."
"162","4/7/2025","Robbery","Outside","Personal weapons","Male","23","Unknown","Not Hispanic or Latino","100 N LAKEWOOD AVE","Southeast","Patterson Park Neighborhood",39.293286,-76.579168,"Street","11:30","p.m."
"163","4/8/2025","Robbery","Outside","Knife/cutting instrument","Female","31","White","Not Hispanic or Latino","6200 PULASKI HWY","Southeast","Pulaski Industrial Area",39.303173,-76.543142,"Gas station","12:58","p.m."
"164","4/8/2025","Robbery - commercial","Outside","Knife/cutting instrument","None reported","None reported","None reported","None Reported","6200 PULASKI HWY","Southeast","Pulaski Industrial Area",39.303173,-76.543142,"Gas station","12:58","p.m."
"165","4/8/2025","Robbery","Outside","Firearm","Male","19","None reported","Unknown","1800 BARCLAY ST","Eastern","Greenmount West",39.310422,-76.610947,"Street","5:58","p.m."
"166","4/9/2025","Robbery","Inside","Personal weapons","Female","22","Black or African American","Unknown","1400 IMLA ST","Southeast","O'donnell Heights",39.277819,-76.538525,"Other/residential","12:56","a.m."
"167","4/9/2025","Robbery","Inside","Personal weapons","Female","25","Black or African American","Not Hispanic or Latino","6000 BELLE VISTA AVE","Northeast","Hamilton",39.34977,-76.544597,"Other/residential","4:30","a.m."
"168","4/9/2025","Robbery","Inside","Knife/cutting instrument","Male","67","Black or African American","Unknown","30 LIGHT ST","Central","Downtown",39.287988,-76.613723,"Convenience store","12:26","p.m."
"169","4/9/2025","Robbery - commercial","Inside","Knife/cutting instrument","None reported","None reported","None reported","None Reported","30 LIGHT ST","Central","Downtown",39.287988,-76.613723,"Convenience store","12:26","p.m."
"170","4/9/2025","Robbery","Inside","Personal weapons","Female","60","Asian","Not Hispanic or Latino","800 PARK AVE","Central","Mid-Town Belvedere",39.3003,-76.618651,"Specialty store","12:33","p.m."
"171","4/9/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","800 PARK AVE","Central","Mid-Town Belvedere",39.3003,-76.618651,"Specialty store","12:33","p.m."
"172","4/9/2025","Robbery","Outside","Personal weapons","Male","None reported","Black or African American","Not Hispanic or Latino","200 N EUTAW ST","Central","Downtown",39.291551,-76.621136,"Street","1:50","p.m."
"173","4/9/2025","Robbery - carjacking","Outside","Handgun","Male","53","White","Hispanic or Latino","4100 HAGUE AVE","Southern","Brooklyn",39.227951,-76.602308,"Street","7:00","p.m."
"174","4/9/2025","Robbery - commercial","Outside","Handgun","None reported","None reported","None reported","None Reported","4100 HAGUE AVE","Southern","Brooklyn",39.227951,-76.602308,"Street","7:00","p.m."
"175","4/9/2025","Robbery","Inside","Personal weapons","Female","53","Asian","Not Hispanic or Latino","7 SAINT PAUL ST","Central","Downtown",39.28995,-76.613783,"Office building","7:42","p.m."
"176","4/9/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","7 SAINT PAUL ST","Central","Downtown",39.28995,-76.613783,"Office building","7:42","p.m."
"177","4/9/2025","Robbery","Inside","None reported","Female","35","White","Not Hispanic or Latino","3600 POTEE ST","Southern","Brooklyn",39.238296,-76.611111,"Wholesaler/store","9:00","p.m."
"178","4/9/2025","Robbery - commercial","Inside","None reported","None reported","None reported","None reported","None Reported","3600 POTEE ST","Southern","Brooklyn",39.238296,-76.611111,"Wholesaler/store","9:00","p.m."
"179","4/10/2025","Robbery","Outside","Personal weapons","Male","None reported","White","Hispanic or Latino","1000 WOODSON RD","Northeast","Lake Walker",39.371428,-76.602263,"Street","3:30","a.m."
"180","4/10/2025","Robbery","Inside","Handgun","Male","35","None reported","Hispanic or Latino","900 EASTERN AVE","Central","Little Italy",39.28531,-76.601099,"Other/residential","4:55","p.m."
"181","4/11/2025","Robbery","Outside","Knife/cutting instrument","Male","50","Black or African American","Not Hispanic or Latino","1200 E NORTH AVE","Eastern","East Baltimore Midway",39.311834,-76.602546,"Street","2:30","a.m."
"182","4/11/2025","Robbery","Inside","Personal weapons","Female","52","Black or African American","Not Hispanic or Latino","1500 RICHLAND ST","Western","Penn North",39.313262,-76.645435,"Other/residential","4:05","p.m."
"183","4/11/2025","Robbery","Outside","Knife/cutting instrument","Male","54","None reported","Hispanic or Latino","1200 CHURCH ST","Southern","Curtis Bay",39.222632,-76.593328,"Street","5:00","p.m."
"184","4/12/2025","Robbery - carjacking","Outside","Knife/cutting instrument","Female","24","Black or African American","Unknown","500 N KENWOOD AVE","Southeast","Mcelderry Park",39.297238,-76.578017,"Street","8:16","a.m."
"185","4/12/2025","Robbery - commercial","Inside","Other","None reported","None reported","None reported","None Reported","2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","2:14","p.m."
"186","4/12/2025","Robbery","Inside","Other","Male","46","White","Unknown","2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","2:14","p.m."
"187","4/12/2025","Robbery","Inside","Asphyxiation","Female","25","Black or African American","Unknown","4400 MORAVIA RD","Northeast","Frankford",39.328877,-76.558293,"Other/residential","2:20","p.m."
