"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"1","4/12/2025","Larceny","Inside",NA,"Female","60","White","Not Hispanic or Latino","1600 MCHENRY ST","Southwest","Mount Clare",39.284428,-76.64327,"Other/residential","6:30","p.m."
"2","4/12/2025","Larceny","Inside",NA,"Female","64","Black or African American","Not Hispanic or Latino","2100 HOMEWOOD AVE","Eastern","East Baltimore Midway",39.314319,-76.607217,"Other/residential","4:00","a.m."
"3","4/12/2025","Larceny","Inside",NA,"Female","24","None reported","Unknown","300 N CHARLES ST","Central","Downtown",39.293196,-76.615458,"Restaurant","11:00","p.m."
"4","4/12/2025","Larceny","Inside",NA,"Female","19","Black or African American","Not Hispanic or Latino","20 E CROSS ST","Southern","Federal Hill",39.276987,-76.61338,"Tavern/night club","4:00","a.m."
"5","4/12/2025","Larceny","Inside",NA,"Male","19","Black or African American","Not Hispanic or Latino","1500 E BIDDLE ST","Central","Gay Street",39.304135,-76.597127,"Other/residential","6:12","p.m."
"6","4/12/2025","Larceny","Inside",NA,"Female","24","Black or African American","Unknown","2300 SAINT PAUL ST","Eastern","Barclay",39.315528,-76.615163,"Other/residential","4:10","a.m."
"7","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3300 W BALTIMORE ST","Southwest","Saint Josephs",39.285862,-76.672393,"Convenience store","10:00","a.m."
"8","4/12/2025","Larceny from auto","Outside",NA,"Female","74","None reported","Unknown","2200 FLEET ST","Southeast","Canton",39.284968,-76.584652,"Street","5:10","a.m."
"9","4/12/2025","Larceny","Inside",NA,"Female","71","White","Unknown","6800 BANK ST","Southeast","Eastwood",39.288951,-76.531196,"Other/residential","4:59","p.m."
"10","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"400 E PRATT ST","Central","Inner Harbor",39.286706,-76.609924,"Wholesaler/store","2:10","p.m."
"11","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1500 HARFORD AVE","Eastern","Oliver",39.308015,-76.600604,"Convenience store","2:20","p.m."
"12","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6900 HARFORD RD","Northeast","North Harford Road",39.365941,-76.549744,"Convenience store","3:21","p.m."
"13","4/8/2025","Larceny","Inside",NA,"Female","40","White","Not Hispanic or Latino","1500 S CHARLES ST","Southern","South Baltimore",39.272494,-76.614016,"Other/residential","9:11","p.m."
"14","4/8/2025","Larceny from auto","Outside",NA,"Female","24","White","Unknown","300 S CHESTER ST","Central","Upper Fells Point",39.287432,-76.587219,"Gas station","8:00","p.m."
"15","4/9/2025","Larceny from auto","Inside",NA,"Male","39","Black or African American","Unknown","4000 W GARRISON AVE","Northwest","Langston Hughes",39.342951,-76.681002,"Specialty store","12:00","a.m."
"16","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"50 MARKET PL","Central","Downtown",39.288336,-76.606684,"Convenience store","1:48","p.m."
"17","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"600 EXETER HALL AVE","Northern","Better Waverly",39.323144,-76.608323,"Drug store / med  bldg","12:10","a.m."
"18","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"900 N WOLFE ST","Southeast","Middle East",39.301294,-76.591475,"Wholesaler/store","1:30","p.m."
"19","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6200 PULASKI HWY","Southeast","Pulaski Industrial Area",39.303173,-76.543142,"Office building","9:58","p.m."
"20","4/9/2025","Larceny","Inside",NA,NA,"None reported","None reported",NA,"7300 HARFORD RD","Northeast","North Harford Road",39.370157,-76.546075,"Grocery/confection","12:26","a.m."
"21","4/8/2025","Larceny","Outside",NA,"Female","33","White","Unknown","10 E MOUNT ROYAL AVE","Central","Mid-Town Belvedere",39.305205,-76.615097,"Street","12:00","p.m."
"22","4/12/2025","Larceny","Inside","Personal weapons","Female","25","White","Unknown","6100 TOONE ST","Southeast","O'donnell Heights",39.278826,-76.542298,"Other/residential","2:00","p.m."
"23","4/12/2025","Larceny","Inside",NA,"Female","27","Black or African American","Not Hispanic or Latino","800 N BELNORD AVE","Southeast","Madison-Eastend",39.30046,-76.578791,"Other/residential","5:00","p.m."
"24","4/13/2025","Larceny from auto","Outside",NA,"Female","43","White","Not Hispanic or Latino","3700 EVERETT ST","Southern","Curtis Bay",39.230466,-76.592434,"Street","12:40","a.m."
"25","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6300 YORK RD","Northern","Lake Walker",39.370541,-76.609735,"Other/residential","1:00","a.m."
"26","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1000 FLEET ST","Central","Harbor East",39.284199,-76.600223,"Wholesaler/store","3:00","p.m."
"27","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1000 FLEET ST","Central","Harbor East",39.284199,-76.600223,"Wholesaler/store","4:30","p.m."
"28","4/12/2025","Larceny","Inside",NA,"Male","37","White","Not Hispanic or Latino","3400 BOSTON ST","Southeast","Canton Industrial Area",39.276966,-76.568337,"Office building","2:00","p.m."
"29","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3900 LIBERTY HEIGHTS AVE","Northwest","Central Forest Park",39.327487,-76.683074,"Convenience store","6:50","p.m."
"30","4/12/2025","Larceny","Inside",NA,"Female","60","None reported","Unknown","5700 WABASH AVE","Northwest","Seton Business Park",39.347484,-76.699127,"Unknown","5:00","p.m."
"31","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6600 BELAIR RD","Northeast","Cedmont",39.354416,-76.530981,"Drug store / med  bldg","12:42","p.m."
"32","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6300 YORK RD","Northern","Cedarcroft",39.370544,-76.609883,"Drug store / med  bldg","1:09","p.m."
"33","4/9/2025","Larceny from auto","Inside",NA,"Male","25","Black or African American","Unknown","1200 W CROSS ST","Southern","Washington Village/Pigtown",39.282668,-76.632324,"Other/residential","1:00","a.m."
"34","4/11/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3300 W BALTIMORE ST","Southwest","Saint Josephs",39.285862,-76.672393,"Office building","1:35","p.m."
"35","4/8/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Male","47","Black or African American","Not Hispanic or Latino","700 BEAVERBROOK RD","Northern","Mid-Govans",39.358303,-76.60615,"Street","11:00","p.m."
"36","4/14/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","29","None reported","Unknown","2100 CLIFTON AVE","Western","Mondawmin",39.311736,-76.652145,"Street","10:00","p.m."
"37","4/8/2025","Larceny from auto","Outside",NA,"Male","43","White","Not Hispanic or Latino","5500 HAMLET AVE","Northeast","Hamilton Hills",39.355804,-76.565219,"Street","9:30","p.m."
"38","4/14/2025","Larceny from auto","Outside",NA,"Female","39","White","Unknown","2000 CLIPPER PARK RD","Northern","Woodberry",39.331865,-76.644232,"Shed/garage","11:00","p.m."
"39","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"4900 ERDMAN AVE","Eastern","Orangeville",39.306716,-76.559305,"Office building","7:38","p.m."
"40","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"5400 REISTERSTOWN RD","Northwest","Woodmere",39.346975,-76.689123,"Convenience store","8:33","p.m."
"41","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2500 GREENMOUNT AVE","Northern","Better Waverly",39.318407,-76.609387,"Convenience store","2:00","p.m."
"42","4/14/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"200 N EUTAW ST","Central","Downtown",39.291893,-76.621164,"Convenience store","2:55","p.m."
"43","4/14/2025","Larceny","Inside",NA,"Male","39","White","Not Hispanic or Latino","500 S MACON ST","Southeast","Greektown",39.286524,-76.557353,"Other/residential","6:26","p.m."
"44","4/14/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","30","Black or African American","Unknown","3900 MILFORD AVE","Northwest","Howard Park",39.337873,-76.695959,"Street","10:30","p.m."
"45","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3500 BOSTON ST","Southeast","Canton Industrial Area",39.277021,-76.566929,"Specialty store","3:30","p.m."
"46","4/12/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Male","32","Black or African American","Unknown","1300 E HOFFMAN ST","Eastern","Oliver",39.306239,-76.600528,"Street","5:00","a.m."
"47","4/12/2025","Larceny of motor vehicle parts or accessories","Inside",NA,"Female","54","Black or African American","Not Hispanic or Latino","1800 WASHINGTON BLVD","Southern","Carroll - Camden Industrial Area",39.275267,-76.642141,"Office building","11:00","p.m."
"48","4/14/2025","Larceny from auto","Outside",NA,"Female","38","None reported","Not Hispanic or Latino","3400 BOSTON ST","Southeast","Canton Industrial Area",39.276966,-76.568337,"Shed/garage","9:30","p.m."
"49","4/11/2025","Larceny","Inside",NA,"Female","43","Black or African American","Unknown","10 E 33RD ST","Northern","Charles Village",39.328124,-76.617422,"Restaurant","1:00","a.m."
"50","4/10/2025","Larceny","Outside",NA,"Female","55","Black or African American","Not Hispanic or Latino","800 E LOMBARD ST","Central","Jonestown",39.288593,-76.603598,"Street","5:43","p.m."
"51","4/10/2025","Larceny","Inside",NA,"Male","64","White","Not Hispanic or Latino","1600 SPRUCE ST","Southern","Curtis Bay",39.229839,-76.588512,"Other/residential","9:30","p.m."
"52","4/12/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1500 HARFORD AVE","Eastern","Oliver",39.308015,-76.600604,"Wholesaler/store","11:24","p.m."
"53","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1200 PONCA ST","Southeast","Canton Industrial Area",39.279786,-76.554573,"Convenience store","12:00","a.m."
"54","4/8/2025","Larceny","Inside",NA,"Female","22","Black or African American","Unknown","1700 LINDEN AVE","Western","Bolton Hill",39.307869,-76.628901,"Other/residential","1:00","a.m."
"55","4/7/2025","Larceny","Inside",NA,"Male","55","Black or African American","Unknown","2900 WYMAN PKWY","Northern","Remington",39.324418,-76.6212,"Other/residential","12:20","p.m."
"56","4/7/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2500 W FRANKLIN ST","Western","Rosemont Homeowners/Tenants",39.293443,-76.658266,"Convenience store","1:30","p.m."
"57","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3200 SAINT PAUL ST","Northern","Charles Village",39.326975,-76.616072,"Convenience store","8:00","p.m."
"58","4/11/2025","Larceny","Outside",NA,"Male","45","White","Not Hispanic or Latino","1200 GLYNDON AVE","Southern","Washington Village/Pigtown",39.282548,-76.635736,"Street","12:20","p.m."
"59","4/14/2025","Larceny of motor vehicle parts or accessories","Inside",NA,"Female","68","Black or African American","Not Hispanic or Latino","800 N ARLINGTON AVE","Western","Harlem Park",39.298301,-76.635735,"Other/residential","12:00","a.m."
"60","4/11/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6500 REISTERSTOWN RD","Northwest","Reisterstown Station",39.356403,-76.702933,"Wholesaler/store","6:30","p.m."
"61","4/11/2025","Larceny from auto","Outside",NA,"Female","30","Black or African American","Unknown","6700 PULASKI HWY","Southeast","Pulaski Industrial Area",39.305631,-76.537192,"Shed/garage","6:00","a.m."
"62","4/10/2025","Larceny","Inside","Personal weapons","Female","75","Black or African American","Not Hispanic or Latino","700 POPLAR GROVE ST","Western","Franklintown Road",39.296628,-76.665118,"Other/residential","8:30","p.m."
"63","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3300 BELAIR RD","Eastern","Belair-Edison",39.32172,-76.57362,"Drug store / med  bldg","8:30","p.m."
"64","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6300 YORK RD","Northern","Lake Walker",39.370541,-76.609735,"Specialty store","9:30","p.m."
"65","4/13/2025","Larceny from auto","Outside",NA,"Female","26","Black or African American","Not Hispanic or Latino","3400 BOSTON ST","Southeast","Canton Industrial Area",39.276966,-76.568337,"Shed/garage","8:30","p.m."
"66","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3300 BELAIR RD","Eastern","Belair-Edison",39.32172,-76.57362,"Convenience store","5:36","p.m."
"67","4/10/2025","Larceny","Inside",NA,"Female","60","Black or African American","Not Hispanic or Latino","700 E 21ST ST","Eastern","East Baltimore Midway",39.313631,-76.608127,"Other/residential","12:00","p.m."
"68","4/10/2025","Larceny","Inside",NA,"Male","31","White","Not Hispanic or Latino","100 E OSTEND ST","Southern","Riverside",39.274689,-76.611527,"Other/residential","5:05","p.m."
"69","4/7/2025","Larceny","Inside",NA,"Male","22","Black or African American","Unknown","100 E 32ND ST","Northern","Charles Village",39.327001,-76.615429,"Other/residential","11:45","p.m."
"70","4/8/2025","Larceny","Outside",NA,NA,"None reported","None reported",NA,"200 N LINWOOD AVE","Southeast","Mcelderry Park",39.294688,-76.576424,"Park","12:00","a.m."
"71","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"900 N CAROLINE ST","Central","Gay Street",39.300888,-76.597692,"Convenience store","4:52","p.m."
"72","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"600 E PRATT ST","Central","Inner Harbor",39.28679,-76.60772,"Shopping malls/cntr","4:15","p.m."
"73","4/8/2025","Larceny","Inside",NA,"Female","78","Black or African American","Not Hispanic or Latino","2700 W COLD SPRING LN","Northern","Central Park Heights",39.339177,-76.6672,"Grocery/confection","5:20","p.m."
"74","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3800 BOSTON ST","Southeast","Brewers Hill",39.277208,-76.564244,"Grocery/confection","11:59","p.m."
"75","4/10/2025","Larceny from auto","Outside",NA,"Male","40","Unknown","Hispanic or Latino","3300 ELMLEY AVE","Eastern","Belair-Edison",39.317094,-76.576972,"Street","9:00","p.m."
"76","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","9:00","a.m."
"77","4/8/2025","Larceny","Outside",NA,NA,"None reported","None reported",NA,"1000 LANCASTER ST","Central","Harbor East",39.28247,-76.600088,"Street","5:45","p.m."
"78","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3900 LIBERTY HEIGHTS AVE","Northwest","Central Forest Park",39.327487,-76.683074,"Convenience store","3:15","a.m."
"79","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"400 W SARATOGA ST","Central","Downtown",39.292764,-76.62121,"Convenience store","2:44","a.m."
"80","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,NA,"Northern","Cedarcroft",39.371199,-76.609864,"Specialty store","6:20","p.m."
"81","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"5600 REISTERSTOWN RD","Northwest","Glen",39.349367,-76.691774,"Specialty store","8:35","p.m."
"82","4/10/2025","Larceny from auto","Inside",NA,"Male","46","Black or African American","Not Hispanic or Latino","3600 PARKDALE AVE","Northern","Woodberry",39.332044,-76.648518,"Other/residential","12:20","p.m."
"83","4/9/2025","Larceny from auto","Outside",NA,"Male","26","None reported","Not Hispanic or Latino","400 S HIGHLAND AVE","Southeast","Highlandtown",39.287496,-76.569152,"Street","5:00","a.m."
"84","4/9/2025","Larceny from auto","Outside",NA,"Male","31","White","Unknown","2600 EASTERN AVE","Southeast","Patterson Park",39.286157,-76.57999,"Street","12:00","a.m."
"85","4/13/2025","Shoplifting","Inside",NA,"Male","54","Black or African American","Not Hispanic or Latino","2500 GREENMOUNT AVE","Northern","Better Waverly",39.318407,-76.609387,"Convenience store","2:00","p.m."
"86","4/11/2025","Larceny","Inside",NA,"Female","26","Asian","South Asian","4000 LINKWOOD RD","Northern","Tuscany-Canterbury",39.338958,-76.625908,"Other/residential","10:30","p.m."
"87","4/11/2025","Larceny","Inside",NA,NA,"None reported","None reported",NA,"10 W 20TH ST","Eastern","Charles North",39.312262,-76.617089,"Restaurant","4:20","a.m."
"88","4/13/2025","Larceny","Inside",NA,"Female","64","Black or African American","Not Hispanic or Latino","500 DOLPHIN ST","Western","Upton",39.301112,-76.627561,"Other/residential","8:00","p.m."
"89","4/11/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6500 REISTERSTOWN RD","Northwest","Glen",39.356308,-76.702429,"Office building","4:00","p.m."
"90","4/12/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","22","Black or African American","Not Hispanic or Latino","5900 GREEN MEADOW PKWY","Northwest","Cheswolde",39.366989,-76.67316,"Shed/garage","2:00","a.m."
"91","4/14/2025","Larceny","Inside",NA,"Female","74","Black or African American","Not Hispanic or Latino","2500 VIOLET AVE","Northern","Park Circle",39.331313,-76.658213,"Other/residential","1:01","a.m."
"92","4/9/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Male","29","White","Not Hispanic or Latino","4600 FOSTER AVE","Southeast","Greektown",39.284932,-76.557023,"Street","1:40","p.m."
"93","4/10/2025","Larceny from auto","Outside",NA,"Female","62","White","Unknown","300 E MELROSE AVE","Northern","Lake Evesham",39.366892,-76.615262,"Shed/garage","2:00","a.m."
"94","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"5100 SINCLAIR LN","Northeast","Frankford",39.322326,-76.546678,"Office building","5:28","p.m."
"95","4/9/2025","Larceny from auto","Inside",NA,"Male","23","Black or African American","Unknown","400 CHARTER OAK AVE","Northern","Kernewood",39.347113,-76.61077,"Other/residential","9:00","p.m."
"96","4/11/2025","Larceny from auto","Inside",NA,"Male","54","Black or African American","Unknown","3700 EDGEWOOD RD","Northwest","Ashburton",39.329448,-76.672564,"Other/residential","7:20","a.m."
"97","4/11/2025","Larceny","Inside",NA,"Male","71","Black or African American","Not Hispanic or Latino","2900 AILSA AVE","Northeast","Lauraville",39.347672,-76.56731,"Other/residential","10:41","p.m."
"98","4/11/2025","Larceny","Inside",NA,"Female","44","Black or African American","Not Hispanic or Latino","1000 W LOMBARD ST","Southwest","Hollins Market",39.286817,-76.633854,"Other/residential","4:00","p.m."
"99","4/7/2025","Larceny","Inside",NA,"Male","58","Asian","Not Hispanic or Latino","300 W BALTIMORE ST","Central","Downtown",39.289408,-76.619523,"Convenience store","8:00","p.m."
"100","4/7/2025","Larceny","Inside",NA,"Female","40","White","Not Hispanic or Latino","1200 N WOODINGTON RD","Southwest","Edmondson Village",39.300979,-76.686634,"Other/residential","3:30","p.m."
"101","4/7/2025","Larceny","Outside",NA,"Female","39","Black or African American","Not Hispanic or Latino",NA,"Central","Downtown",39.351126,-76.6697,"Street","3:45","p.m."
"102","4/7/2025","Larceny","Inside",NA,NA,"None reported","None reported",NA,"6100 HARFORD RD","Northeast","Westfield",39.358488,-76.556018,"Office building","10:27","p.m."
"103","4/7/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1800 EASTERN AVE","Central","Upper Fells Point",39.285757,-76.590549,"Convenience store","10:20","p.m."
"104","4/10/2025","Larceny from auto","Inside",NA,"Female","21","White","Unknown","400 KENNETH SQ","Northern","Lake Evesham",39.366241,-76.610388,"Other/residential","4:45","p.m."
"105","4/7/2025","Larceny from auto","Outside",NA,"Male","44","Black or African American","Not Hispanic or Latino","1900 N CALVERT ST","Eastern","Barclay",39.31133,-76.613861,"Shed/garage","8:30","p.m."
"106","4/7/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","36","Black or African American","Unknown","4100 CHESTERFIELD AVE","Eastern","Belair-Edison",39.315025,-76.561643,"Street","9:42","a.m."
"107","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","3:22","a.m."
"108","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"200 N CHARLES ST","Central","Downtown",39.291884,-76.615365,"Convenience store","9:37","p.m."
"109","4/10/2025","Larceny","Inside",NA,"Male","15","Black or African American","Not Hispanic or Latino","1500 LESTER MORTON CT","Central","Gay Street",39.298545,-76.597451,"Other/residential","9:00","p.m."
"110","4/10/2025","Larceny","Inside",NA,"Female","21","Black or African American","Unknown","4100 TOWANDA AVE","Northern","Towanda-Grantley",39.334815,-76.666265,"Public building","8:05","p.m."
"111","4/10/2025","Larceny","Inside",NA,"Male","34","Black or African American","Unknown","300 S CALHOUN ST","Southwest","Mount Clare",39.283941,-76.639362,"Other/residential","4:55","a.m."
"112","4/10/2025","Larceny from auto","Outside",NA,"Male","31","White","Not Hispanic or Latino","3500 O'DONNELL ST","Southeast","Canton",39.28044,-76.567455,"Street","11:40","a.m."
"113","4/10/2025","Larceny from auto","Outside",NA,"Male","31","Black or African American","Not Hispanic or Latino","6700 PULASKI HWY","Southeast","Pulaski Industrial Area",39.306063,-76.537126,"Shed/garage","7:00","p.m."
"114","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"6500 REISTERSTOWN RD","Northwest","Reisterstown Station",39.356403,-76.702933,"Shopping malls/cntr","11:09","p.m."
"115","4/7/2025","Larceny","Inside",NA,"Female","46","Asian","South Asian","200 E MOUNT ROYAL AVE","Central","Mid-Town Belvedere",39.305496,-76.61282,"Other/residential","2:55","p.m."
"116","4/10/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1700 PENNSYLVANIA AVE","Western","Upton",39.303942,-76.635051,"Convenience store","11:40","p.m."
"117","4/11/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2600 BOSTON ST","Southeast","Canton",39.280267,-76.579621,"Grocery/confection","12:51","a.m."
"118","4/13/2025","Larceny from auto","Outside",NA,NA,"None reported","None reported",NA,"6500 REISTERSTOWN RD","Northwest","Glen",39.356308,-76.702429,"Shed/garage","9:30","p.m."
"119","4/9/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","30","White","Unknown","3700 GREENVALE RD","Southern","Violetville",39.264326,-76.67681,"Street","11:00","p.m."
"120","4/7/2025","Larceny","Inside",NA,"Male","22","White","Not Hispanic or Latino","1400 OLIVE ST","Southern","South Baltimore",39.273299,-76.614651,"Other/residential","3:00","p.m."
"121","4/9/2025","Larceny","Inside",NA,"Female","26","Black or African American","Unknown","1600 BANK ST","Central","Fells Point",39.286627,-76.594482,"Other/residential","10:30","p.m."
"122","4/10/2025","Larceny","Inside",NA,"Female","25","White","Not Hispanic or Latino","1700 THAMES ST","Central","Fells Point",39.28178,-76.592569,"Hotel/motel","3:24","a.m."
"123","4/9/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Male","59","White","Unknown","5900 BANK ST","Southeast","Bayview",39.289011,-76.545641,"Shed/garage","9:00","p.m."
"124","4/9/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Male","34","None reported","Unknown","300 JOPLIN ST","Southeast","Bayview",39.290071,-76.538178,"Street","9:00","p.m."
"125","4/7/2025","Larceny","Inside",NA,"Female","26","White","Not Hispanic or Latino","3700 TOONE ST","Southeast","Brewers Hill",39.278559,-76.565613,"Other/residential","12:55","a.m."
"126","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2700 REMINGTON AVE","Northern","Remington",39.320412,-76.620846,"Drug store / med  bldg","11:27","p.m."
"127","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"1300 E FAYETTE ST","Central","Washington Hill",39.292484,-76.599603,"Convenience store","11:16","p.m."
"128","4/9/2025","Larceny","Inside",NA,NA,"None reported","None reported",NA,NA,"Southern","Fairfield Area",39.234904,-76.597755,"Other/residential","6:30","a.m."
"129","4/7/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","31","Black or African American","Not Hispanic or Latino","400 N PORT ST","Southeast","Mcelderry Park",39.296261,-76.582918,"Street","8:30","p.m."
"130","4/9/2025","Larceny from auto","Outside",NA,NA,"None reported","None reported",NA,"1600 LANCASTER ST","Central","Fells Point",39.282557,-76.594649,"Street","10:30","p.m."
"131","4/8/2025","Larceny","Inside",NA,"Male","46","None reported","Unknown","2300 MOSHER ST","Western","Bridgeview/Greenlawn",39.299549,-76.653581,"Other/residential","9:00","p.m."
"132","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"2600 GWYNNS FALLS PKWY","Northwest","Hanlon-Longwood",39.315557,-76.659498,"Convenience store","8:50","a.m."
"133","4/7/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3300 BELAIR RD","Eastern","Belair-Edison",39.32172,-76.57362,"Convenience store","3:50","p.m."
"134","4/7/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","22","Black or African American","Not Hispanic or Latino","1800 WASHINGTON BLVD","Southern","Carroll Park",39.275344,-76.64225,"Shed/garage","5:20","p.m."
"135","4/7/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"200 MCMECHEN ST","Western","Bolton Hill",39.307284,-76.627853,"Convenience store","5:13","p.m."
"136","4/8/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3400 ANNAPOLIS RD","Southern","Cherry Hill",39.247555,-76.640086,"Specialty store","3:30","p.m."
"137","4/14/2025","Larceny from auto","Outside",NA,"Female","36","Black or African American","Not Hispanic or Latino","2700 SPELMAN RD","Southern","Cherry Hill",39.24849,-76.629319,"Street","3:00","p.m."
"138","4/13/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"3800 BOSTON ST","Southeast","Brewers Hill",39.277208,-76.564244,"Grocery/confection","11:15","p.m."
"139","4/14/2025","Larceny","Outside",NA,"Male","65","Black or African American","Not Hispanic or Latino","3900 CALLAWAY AVE","Northwest","Ashburton",39.33439,-76.67567,"Street","12:30","a.m."
"140","4/13/2025","Larceny","Inside",NA,"Female","31","White","Not Hispanic or Latino","1500 MARSHALL ST","Southern","South Baltimore",39.272111,-76.61241,"Other/residential","5:02","p.m."
"141","4/14/2025","Larceny from auto","Outside",NA,"Male","33","Black or African American","Unknown","4500 KENILWORTH AVE","Northeast","Kenilworth Park",39.345358,-76.600746,"Street","2:00","a.m."
"142","4/9/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"900 N CHARLES ST","Central","Mount Vernon",39.30062,-76.615933,"Drug store / med  bldg","3:15","p.m."
"143","4/7/2025","Larceny of motor vehicle parts or accessories","Outside",NA,"Female","36","White","Unknown","3100 BRENTWOOD AVE","Northern","Abell",39.326112,-76.610304,"Street","12:30","a.m."
"144","4/14/2025","Larceny","Inside",NA,"Female","30","Asian","Not Hispanic or Latino","800 PARK AVE","Central","Mount Vernon",39.29991,-76.618608,"Other/residential","10:30","p.m."
"145","4/14/2025","Larceny","Inside",NA,"Female","47","White","Unknown","200 E CHURCHILL ST","Southern","Federal Hill",39.279532,-76.611013,"Other/residential","7:21","p.m."
"146","4/14/2025","Shoplifting","Inside",NA,NA,"None reported","None reported",NA,"700 S CAROLINE ST","Central","Fells Point",39.283335,-76.596684,"Specialty store","4:40","p.m."
"147","4/11/2025","Larceny","Outside",NA,"Male","25","None reported","Not Hispanic or Latino","200 S CENTRAL AVE","Central","Little Italy",39.288534,-76.599481,"Shed/garage","5:30","p.m."
"148","4/11/2025","Larceny","Inside",NA,"Female","36","Black or African American","Unknown","1600 E 25TH ST","Eastern","Darley Park",39.316336,-76.594249,"Other/residential","4:57","p.m."
"149","4/12/2025","Larceny of motor vehicle parts or accessories","Inside",NA,"Female","31","Asian","Hispanic or Latino","1700 N CHARLES ST","Eastern","Charles North",39.309061,-76.616496,"Tavern/night club","3:30","a.m."
